-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,0,1,-,-,1,1,0,d,d,d,d,if (P0) Rd = #0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,0,1,-,-,1,1,1,d,d,d,d,if (!P0) Rd = #0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,0,1,-,-,1,0,0,d,d,d,d,if (P0.new) Rd = #0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,0,1,-,-,1,0,1,d,d,d,d,if (!P0.new) Rd = #0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,1,1,j,j,j,j,j,j,d,d,d,d,"Rd = add(r29,#u6:2)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,0,0,0,s,s,s,s,x,x,x,x,"Rx = add(Rx,Rs)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,0,0,1,s,s,s,s,-,-,j,j,"P0 = cmp.eq(Rs,#u2)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,1,-,1,s,s,s,s,0,d,d,d,"Rdd = combine(#0,Rs)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,1,-,1,s,s,s,s,1,d,d,d,"Rdd = combine(Rs,#0)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,1,-,0,-,I,I,j,j,d,d,d,"Rdd = combine(#u2,#U2)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,0,0,1,s,s,s,s,d,d,d,d,"Rd = add(Rs,#1)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,0,1,1,s,s,s,s,d,d,d,d,"Rd = add(Rs,#-1)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,1,0,0,s,s,s,s,d,d,d,d,Rd = sxth(Rs)
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,1,0,1,s,s,s,s,d,d,d,d,Rd = sxtb(Rs)
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,1,1,0,s,s,s,s,d,d,d,d,Rd = zxth(Rs)
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,0,1,0,s,s,s,s,d,d,d,d,"Rd = and(Rs,#1)"
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,1,1,1,s,s,s,s,d,d,d,d,"Rd = and(Rs,#255)"
